Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		
UV		Conductivity		Gradient Concentration		System Flow		Pressure		Fraction		Run Log		
ml	mAU	ml	mS/cm	ml	%B	ml	ml/min	ml	MPa	ml	Fraction	ml	Logbook	
210.2	238	210.2	24.91	210.2	100	210.2	3	210.2	0.05					
210.4	237.9803	210.4	24.91	210.4	100	210.4	3	210.4	0.05					
210.6	237.93	210.6	24.91	210.6	100	210.6	3	210.6	0.05					
210.8	237.89	210.8	24.92	210.8	100	210.8	3	210.8	0.05					
211	237.87	211	24.92	211	100	211	3	211	0.05					
211.2	237.85	211.2	24.93	211.2	100	211.2	3	211.2	0.05					
211.4	237.8197	211.4	24.93	211.4	100	211.4	3	211.4	0.05					
211.6	237.7947	211.6	24.94	211.6	100	211.6	3	211.6	0.05					
211.8	237.79	211.8	24.94	211.8	100	211.8	3	211.8	0.05					
212	237.8	212	24.94	212	100	212	3	212	0.05					
212.2	237.78	212.2	24.93	212.2	100	212.2	3	212.2	0.05					
212.4	237.77	212.4	24.93	212.4	100	212.4	3	212.4	0.05					
212.6	237.7544	212.6	24.92	212.6	100	212.6	3	212.6	0.05					
212.8	237.73	212.8	24.91	212.8	100	212.8	3	212.8	0.05					
213	237.72	213	24.91	213	100	213	3	213	0.05					
213.2	237.7	213.2	24.9	213.2	100	213.2	3	213.2	0.05					
213.4	237.6841	213.4	24.9	213.4	100	213.4	3	213.4	0.05					
213.6	237.69	213.6	24.9	213.6	100	213.6	3	213.6	0.05					
213.8	237.62	213.8	24.9	213.8	100	213.8	3	213.8	0.05					
213.999	237.6	213.999	24.9	213.999	100	213.999	3	213.999	0.05					
214.199	237.6	214.199	24.9	214.199	100	214.199	3	214.199	0.05					
214.399	237.59	214.399	24.9	214.399	100	214.399	3	214.399	0.05					
214.599	237.5663	214.599	24.9	214.599	100	214.599	3	214.599	0.05					
214.799	237.57	214.799	24.9	214.799	100	214.799	3	214.799	0.05					
214.999	237.56	214.999	24.9	214.999	100	214.999	3	214.999	0.05					
215.199	237.54	215.199	24.89	215.199	100	215.199	3	215.199	0.05					
215.399	237.5234	215.399	24.89	215.399	100	215.399	3	215.399	0.07					
215.599	237.47	215.599	24.9	215.599	100	215.599	3	215.599	0.05					
215.799	237.45	215.799	24.9	215.799	100	215.799	3	215.799	0.05					
215.999	237.51	215.999	24.9	215.999	100	215.999	3	215.999	0.05					
216.199	237.5	216.199	24.91	216.199	100	216.199	3	216.199	0.07					
216.399	237.49	216.399	24.91	216.399	100	216.399	3	216.399	0.05					
216.599	237.48	216.599	24.91	216.599	100	216.599	3	216.599	0.05					
216.799	237.48	216.799	24.91	216.799	100	216.799	3	216.799	0.05					
216.999	237.43	216.999	24.91	216.999	100	216.999	3	216.999	0.05					
217.199	237.4	217.199	24.91	217.199	100	217.199	3	217.199	0.05					
217.399	237.38	217.399	24.91	217.399	100	217.399	3	217.399	0.05					
217.599	237.4127	217.599	24.91	217.599	100	217.599	3	217.599	0.05					
217.799	237.3925	217.799	24.91	217.799	100	217.799	3	217.799	0.05					
217.999	237.35	217.999	24.91	217.999	100	217.999	3	217.999	0.05					
218.199	237.34	218.199	24.91	218.199	100	218.199	3	218.199	0.05					
218.399	237.35	218.399	24.91	218.399	100	218.399	3	218.399	0.05					
218.599	237.3023	218.599	24.91	218.599	100	218.599	3	218.599	0.05					
218.799	237.2778	218.799	24.91	218.799	100	218.799	3	218.799	0.07					
218.999	237.28	218.999	24.91	218.999	100	218.999	3	218.999	0.07					
219.199	237.29	219.199	24.9	219.199	100	219.199	3	219.199	0.05					
219.399	237.34	219.399	24.9	219.399	100	219.399	3	219.399	0.05					
219.599	237.3519	219.599	24.9	219.599	100	219.599	3	219.599	0.05					
219.799	237.33	219.799	24.9	219.799	100	219.799	3	219.799	0.04					
219.998	237.3017	219.998	24.9	219.998	100	219.998	3	219.998	0.05					
220.198	237.3	220.198	24.9	220.198	100	220.198	3	220.198	0.05					
220.398	237.27	220.398	24.9	220.398	100	220.398	3	220.398	0.05					
220.598	237.28	220.598	24.91	220.598	100	220.598	3	220.598	0.05					
220.798	237.28	220.798	24.91	220.798	100	220.798	3	220.798	0.05					
220.998	237.28	220.998	24.91	220.998	100	220.998	3	220.998	0.05					
221.198	237.27	221.198	24.91	221.198	100	221.198	3	221.198	0.05					
221.398	237.27	221.398	24.91	221.398	100	221.398	3	221.398	0.07					
221.598	237.26	221.598	24.9	221.598	100	221.598	3	221.598	0.05					
221.798	237.2611	221.798	24.9	221.798	100	221.798	3	221.798	0.05					
221.998	237.24	221.998	24.9	221.998	100	221.998	3	221.998	0.05					
222.198	237.21	222.198	24.9	222.198	100	222.198	3	222.198	0.05					
222.398	237.2	222.398	24.9	222.398	100	222.398	3	222.398	0.05					
222.598	237.19	222.598	24.9	222.598	100	222.598	3	222.598	0.05					
222.798	237.2	222.798	24.89	222.798	100	222.798	3	222.798	0.05					
222.998	237.22	222.998	24.89	222.998	100	222.998	3	222.998	0.05					
223.198	237.24	223.198	24.89	223.198	100	223.198	3	223.198	0.05					
223.398	237.23	223.398	24.9	223.398	100	223.398	3	223.398	0.05					
223.598	237.21	223.598	24.9	223.598	100	223.598	3	223.598	0.05					
223.798	237.19	223.798	24.9	223.798	100	223.798	3	223.798	0.05					
223.998	237.19	223.998	24.9	223.998	100	223.998	3	223.998	0.05					
224.198	237.18	224.198	24.9	224.198	100	224.198	3	224.198	0.05					
224.398	237.2	224.398	24.9	224.398	100	224.398	3	224.398	0.05					
224.598	237.2	224.598	24.9	224.598	100	224.598	3	224.598	0.05					
224.798	237.1901	224.798	24.9	224.798	100	224.798	3	224.798	0.05					
